pokedex_entry,pokemon_name,pokemon_types,species,height,weight,abilities,ev_yield,catch_rate,friendship,base_exp,growth_rate,egg_groups,genders,egg_cycles,super_effective_on_subject,not_effective_on_subject,no_effect_on_subject,description,level_up_moves
031,Nidoqueen,"['Poison', 'Ground']",Drill Pokémon,1.3 m (4′03″),60.0 kg (132.3 lbs),"['Poison Point', 'Rivalry', 'Sheer Force']","
3 HP ","45 (5.9% with PokéBall, full HP)",70 (normal),227,Medium Slow,['Undiscovered'],"['0% male', '100% female']","20 (4,884–5,140 steps)
","['Water', 'Ice', 'Ground', 'Psychic']","['Fighting', 'Bug', 'Rock', 'Fairy']",['Electric'],Tough scales cover the sturdy body of this Pokémon. It appears that the scales grow in cycles.,"[('1', 'Body Slam'), ('1', 'Counter'), ('1', 'Growl'), ('1', 'Poison Sting'), ('1', 'Scratch'), ('1', 'Supersonic'), ('1', 'Tail Whip'), ('55', 'Superpower')]"
032,Nidoran♂,['Poison'],Poison Pin Pokémon,0.5 m (1′08″),9.0 kg (19.8 lbs),"['Poison Point', 'Rivalry', 'Hustle']","
1 Attack ","235 (30.7% with PokéBall, full HP)",70 (normal),55,Medium Slow,"['Field', 'Monster']","['100% male', '0% female']","20 (4,884–5,140 steps)
","['Ground', 'Psychic']","['Grass', 'Fighting', 'Poison', 'Bug', 'Fairy']",[],"Its large ears are always kept upright. If it senses danger, it will attack with a poisonous sting.","[('1', 'Leer'), ('1', 'Peck'), ('3', 'Focus Energy'), ('6', 'Poison Sting'), ('9', 'Double Kick'), ('12', 'Horn Attack'), ('15', 'Helping Hand'), ('18', 'Toxic'), ('21', 'Fury Attack'), ('24', 'Poison Jab'), ('27', 'Horn Drill')]"
033,Nidorino,['Poison'],Poison Pin Pokémon,0.9 m (2′11″),19.5 kg (43.0 lbs),"['Poison Point', 'Rivalry', 'Hustle']","
2 Attack ","120 (15.7% with PokéBall, full HP)",70 (normal),128,Medium Slow,"['Field', 'Monster']","['100% male', '0% female']","20 (4,884–5,140 steps)
","['Ground', 'Psychic']","['Grass', 'Fighting', 'Poison', 'Bug', 'Fairy']",[],"Its horn contains venom. If it stabs an enemy with the horn, the impact makes the poison leak out.","[('1', 'Focus Energy'), ('1', 'Leer'), ('1', 'Peck'), ('1', 'Poison Sting'), ('3', 'Focus Energy'), ('6', 'Poison Sting'), ('9', 'Double Kick'), ('12', 'Horn Attack'), ('15', 'Helping Hand'), ('23', 'Toxic'), ('31', 'Fury Attack'), ('39', 'Poison Jab'), ('47', 'Horn Drill')]"
034,Nidoking,"['Poison', 'Ground']",Drill Pokémon,1.4 m (4′07″),62.0 kg (136.7 lbs),"['Poison Point', 'Rivalry', 'Sheer Force']","
3 Attack ","45 (5.9% with PokéBall, full HP)",70 (normal),227,Medium Slow,"['Field', 'Monster']","['100% male', '0% female']","20 (4,884–5,140 steps)
","['Water', 'Ice', 'Ground', 'Psychic']","['Fighting', 'Bug', 'Rock', 'Fairy']",['Electric'],"Its steel-like hide adds to its powerful tackle. Its horns are so hard, they can pierce a diamond.","[('1', 'Counter'), ('1', 'Focus Energy'), ('1', 'Leer'), ('1', 'Peck'), ('1', 'Poison Sting'), ('1', 'Supersonic'), ('1', 'Thrash'), ('55', 'Megahorn')]"
035,Clefairy,['Fairy'],Fairy Pokémon,0.6 m (2′00″),7.5 kg (16.5 lbs),"['Cute Charm', 'Magic Guard', 'Friend Guard']","
2 HP ","150 (19.6% with PokéBall, full HP)",140 (higher than normal),113,Fast,['Fairy'],"['25% male', '75% female']","10 (2,314–2,570 steps)
","['Poison', 'Steel']","['Fighting', 'Bug', 'Dark']",['Dragon'],"Its adorable behavior and cry make it highly popular. However, this cute Pokémon is rarely found.","[('1', 'Charm'), ('1', 'Copycat'), ('1', 'Defense Curl'), ('1', 'Disarming Voice'), ('1', 'Encore'), ('1', 'Growl'), ('1', 'Pound'), ('1', 'Sing'), ('1', 'Splash'), ('1', 'Sweet Kiss'), ('4', 'Stored Power'), ('8', 'Minimize'), ('12', 'After You'), ('16', 'Life Dew'), ('20', 'Metronome'), ('24', 'Moonlight'), ('28', 'Gravity'), ('32', 'Meteor Mash'), ('36', 'Follow Me'), ('40', 'Cosmic Power'), ('44', 'Moonblast'), ('48', 'Healing Wish')]"
036,Clefable,['Fairy'],Fairy Pokémon,1.3 m (4′03″),40.0 kg (88.2 lbs),"['Cute Charm', 'Magic Guard', 'Unaware']","
3 HP ","25 (3.3% with PokéBall, full HP)",140 (higher than normal),217,Fast,['Fairy'],"['25% male', '75% female']","10 (2,314–2,570 steps)
","['Poison', 'Steel']","['Fighting', 'Bug', 'Dark']",['Dragon'],"Their ears are sensitive enough to hear a pin drop from over a mile away, so they’re usually found in quiet places.","[('1', 'After You'), ('1', 'Charm'), ('1', 'Copycat'), ('1', 'Cosmic Power'), ('1', 'Defense Curl'), ('1', 'Disarming Voice'), ('1', 'Encore'), ('1', 'Follow Me'), ('1', 'Gravity'), ('1', 'Growl'), ('1', 'Healing Wish'), ('1', 'Life Dew'), ('1', 'Meteor Mash'), ('1', 'Metronome'), ('1', 'Minimize'), ('1', 'Moonblast'), ('1', 'Moonlight'), ('1', 'Pound'), ('1', 'Sing'), ('1', 'Splash'), ('1', 'Stored Power'), ('1', 'Sweet Kiss')]"
037,Vulpix,['Fire'],Fox Pokémon,0.6 m (2′00″),9.9 kg (21.8 lbs),"['Flash Fire', 'Drought']","
1 Speed ","190 (24.8% with PokéBall, full HP)",70 (normal),60,Medium Fast,['Field'],"['25% male', '75% female']","20 (4,884–5,140 steps)
","['Fire', 'Fighting', 'Rock', 'Steel']",['Ice'],[],037 (Red/Blue/Yellow)125 (Gold/Silver/Crystal)153 (Ruby/Sapphire/Emerald)037 (FireRed/LeafGreen)127 (HeartGold/SoulSilver)248 (Black 2/White 2)160 (Omega Ruby/Alpha Sapphire)253 (Sun/Moon — Alola dex)330 (U.Sun/U.Moon — Alola dex)037 (Let's Go Pikachu/Let's Go Eevee)068 (Sword/Shield),"[('1', 'Ember'), ('1', 'Tail Whip'), ('4', 'Disable'), ('8', 'Quick Attack'), ('12', 'Spite'), ('16', 'Incinerate'), ('20', 'Confuse Ray'), ('24', 'Will-O-Wisp'), ('28', 'Extrasensory'), ('32', 'Flamethrower'), ('36', 'Imprison'), ('40', 'Fire Spin'), ('44', 'Safeguard'), ('48', 'Inferno'), ('52', 'Grudge'), ('56', 'Fire Blast')]"
038,Ninetales,['Fire'],Fox Pokémon,1.1 m (3′07″),19.9 kg (43.9 lbs),"['Flash Fire', 'Drought']","
1 Special Defense, 1 Speed ","75 (9.8% with PokéBall, full HP)",70 (normal),177,Medium Fast,['Field'],"['25% male', '75% female']","20 (4,884–5,140 steps)
","['Fire', 'Poison', 'Rock', 'Steel']","['Ice', 'Bug', 'Dark']",['Dragon'],038 (Red/Blue/Yellow)126 (Gold/Silver/Crystal)154 (Ruby/Sapphire/Emerald)038 (FireRed/LeafGreen)128 (HeartGold/SoulSilver)249 (Black 2/White 2)161 (Omega Ruby/Alpha Sapphire)254 (Sun/Moon — Alola dex)331 (U.Sun/U.Moon — Alola dex)038 (Let's Go Pikachu/Let's Go Eevee)069 (Sword/Shield),"[('1', 'Confuse Ray'), ('1', 'Disable'), ('1', 'Ember'), ('1', 'Extrasensory'), ('1', 'Fire Blast'), ('1', 'Fire Spin'), ('1', 'Flamethrower'), ('1', 'Grudge'), ('1', 'Imprison'), ('1', 'Incinerate'), ('1', 'Inferno'), ('1', 'Nasty Plot'), ('1', 'Quick Attack'), ('1', 'Safeguard'), ('1', 'Spite'), ('1', 'Tail Whip'), ('1', 'Will-O-Wisp')]"
039,Jigglypuff,"['Normal', 'Fairy']",Balloon Pokémon,0.5 m (1′08″),5.5 kg (12.1 lbs),"['Cute Charm', 'Competitive', 'Friend Guard']","
2 HP ","170 (22.2% with PokéBall, full HP)",70 (normal),95,Fast,['Fairy'],"['25% male', '75% female']","10 (2,314–2,570 steps)
","['Poison', 'Steel']","['Bug', 'Dark']","['Ghost', 'Dragon']",Uses its cute round eyes to enrapture its foe. It then sings a pleasing melody that lulls the foe to sleep.,"[('1', 'Sing'), ('4', 'Pound'), ('6', 'Defense Curl'), ('10', 'Bide'), ('12', 'Double Slap'), ('16', 'Disable'), ('18', 'Rest'), ('22', 'Body Slam'), ('24', 'Mimic'), ('28', 'Double-Edge')]"
040,Wigglytuff,"['Normal', 'Fairy']",Balloon Pokémon,1.0 m (3′03″),12.0 kg (26.5 lbs),"['Cute Charm', 'Competitive', 'Frisk']","
3 HP ","50 (6.5% with PokéBall, full HP)",70 (normal),196,Fast,['Fairy'],"['25% male', '75% female']","10 (2,314–2,570 steps)
","['Poison', 'Steel']","['Bug', 'Dark']","['Ghost', 'Dragon']","Its body is very elastic. By inhaling deeply, it can continue to inflate itself without limit.","[('1', 'Bide'), ('1', 'Minimize'), ('1', 'Pound'), ('1', 'Sing')]"
041,Zubat,"['Poison', 'Flying']",Bat Pokémon,0.8 m (2′07″),7.5 kg (16.5 lbs),"['Inner Focus', 'Infiltrator']","
1 Speed ","255 (33.3% with PokéBall, full HP)",70 (normal),49,Medium Fast,['Flying'],"['50% male', '50% female']","15 (3,599–3,855 steps)
","['Electric', 'Ice', 'Psychic', 'Rock']","['Poison', 'Fairy']",['Ground'],Emits ultrasonic cries while it flies. They act as a sonar used to check for objects in its way.,"[('1', 'Absorb'), ('1', 'Supersonic'), ('4', 'Wing Attack'), ('9', 'Bite'), ('12', 'Swift'), ('17', 'Confuse Ray'), ('20', 'Haze'), ('25', 'Leech Life'), ('28', 'Toxic'), ('33', 'Air Slash')]"
042,Golbat,"['Poison', 'Flying']",Bat Pokémon,1.6 m (5′03″),55.0 kg (121.3 lbs),"['Inner Focus', 'Infiltrator']","
2 Speed ","90 (11.8% with PokéBall, full HP)",70 (normal),159,Medium Fast,['Flying'],"['50% male', '50% female']","15 (3,599–3,855 steps)
","['Electric', 'Ice', 'Psychic', 'Rock']","['Poison', 'Fairy']",['Ground'],"It attacks in a stealthy manner, without warning. Its sharp fangs are used to bite and to suck blood.","[('1', 'Absorb'), ('1', 'Bite'), ('1', 'Crunch'), ('1', 'Quick Attack'), ('1', 'Supersonic'), ('1', 'Whirlwind'), ('1', 'Wing Attack'), ('4', 'Wing Attack'), ('8', 'Bite'), ('12', 'Swift'), ('17', 'Confuse Ray'), ('20', 'Haze'), ('31', 'Leech Life'), ('40', 'Toxic'), ('51', 'Air Slash')]"
043,Oddish,"['Grass', 'Poison']",Weed Pokémon,0.5 m (1′08″),5.4 kg (11.9 lbs),"['Chlorophyll', 'Run Away']","
1 Special Attack ","255 (33.3% with PokéBall, full HP)",70 (normal),64,Medium Slow,['Grass'],"['50% male', '50% female']","20 (4,884–5,140 steps)
","['Fire', 'Ice', 'Flying', 'Psychic']","['Water', 'Electric', 'Fighting', 'Fairy']",[],"During the day, it stays in the cold underground to avoid the sun. It grows by bathing in moonlight.","[('1', 'Absorb'), ('1', 'Growth'), ('4', 'Acid'), ('8', 'Sweet Scent'), ('12', 'Mega Drain'), ('14', 'Poison Powder'), ('16', 'Stun Spore'), ('18', 'Sleep Powder'), ('20', 'Giga Drain'), ('24', 'Toxic'), ('28', 'Moonblast'), ('32', 'Grassy Terrain'), ('36', 'Moonlight'), ('40', 'Petal Dance')]"
044,Gloom,"['Grass', 'Poison']",Weed Pokémon,0.8 m (2′07″),8.6 kg (19.0 lbs),"['Chlorophyll', 'Stench']","
2 Special Attack ","120 (15.7% with PokéBall, full HP)",70 (normal),138,Medium Slow,['Grass'],"['50% male', '50% female']","20 (4,884–5,140 steps)
","['Fire', 'Ice', 'Flying', 'Psychic']","['Water', 'Electric', 'Fighting', 'Fairy']",[],What appears to be drool is actually sweet honey. It is very sticky and clings stubbornly if touched.,"[('1', 'Absorb'), ('1', 'Acid'), ('1', 'Growth'), ('1', 'Sweet Scent'), ('12', 'Mega Drain'), ('14', 'Poison Powder'), ('16', 'Stun Spore'), ('18', 'Sleep Powder'), ('20', 'Giga Drain'), ('26', 'Toxic'), ('32', 'Moonblast'), ('38', 'Grassy Terrain'), ('44', 'Moonlight'), ('50', 'Petal Dance')]"
045,Vileplume,"['Grass', 'Poison']",Flower Pokémon,1.2 m (3′11″),18.6 kg (41.0 lbs),"['Chlorophyll', 'Effect Spore']","
3 Special Attack ","45 (5.9% with PokéBall, full HP)",70 (normal),221,Medium Slow,['Grass'],"['50% male', '50% female']","20 (4,884–5,140 steps)
","['Fire', 'Ice', 'Flying', 'Psychic']","['Water', 'Electric', 'Fighting', 'Fairy']",[],"The larger its petals, the more toxic pollen it contains. Its big head is heavy and hard to hold up.","[('1', 'Absorb'), ('1', 'Acid'), ('1', 'Aromatherapy'), ('1', 'Giga Drain'), ('1', 'Grassy Terrain'), ('1', 'Growth'), ('1', 'Mega Drain'), ('1', 'Moonblast'), ('1', 'Moonlight'), ('1', 'Petal Blizzard'), ('1', 'Petal Dance'), ('1', 'Poison Powder'), ('1', 'Sleep Powder'), ('1', 'Stun Spore'), ('1', 'Sweet Scent'), ('1', 'Toxic')]"
046,Paras,"['Bug', 'Grass']",Mushroom Pokémon,0.3 m (1′00″),5.4 kg (11.9 lbs),"['Effect Spore', 'Dry Skin', 'Damp']","
1 Attack ","190 (24.8% with PokéBall, full HP)",70 (normal),57,Medium Fast,"['Bug', 'Grass']","['50% male', '50% female']","20 (4,884–5,140 steps)
","['Fire', 'Ice', 'Poison', 'Flying', 'Bug', 'Rock']","['Water', 'Electric', 'Fighting']",[],Burrows under the ground to gnaw on tree roots. The mushrooms on its back absorb most of the nutrition.,"[('1', 'Scratch'), ('2', 'Sleep Powder'), ('4', 'Stun Spore'), ('6', 'Poison Powder'), ('9', 'Absorb'), ('12', 'Growth'), ('15', 'Fury Swipes'), ('19', 'Slash'), ('23', 'Leech Life'), ('27', 'Spore'), ('31', 'X-Scissor')]"
047,Parasect,"['Bug', 'Grass']",Mushroom Pokémon,1.0 m (3′03″),29.5 kg (65.0 lbs),"['Effect Spore', 'Dry Skin', 'Damp']","
2 Attack, 1 Defense ","75 (9.8% with PokéBall, full HP)",70 (normal),142,Medium Fast,"['Bug', 'Grass']","['50% male', '50% female']","20 (4,884–5,140 steps)
","['Fire', 'Ice', 'Poison', 'Flying', 'Bug', 'Rock']","['Water', 'Electric', 'Fighting']",[],The bug host is drained of energy by the mushrooms on its back. The mushroom appears to do all the thinking.,"[('1', 'Leech Seed'), ('1', 'Poison Powder'), ('1', 'Scratch'), ('1', 'Screech'), ('1', 'Sleep Powder'), ('1', 'Stun Spore'), ('2', 'Sleep Powder'), ('4', 'Stun Spore'), ('6', 'Poison Powder'), ('9', 'Absorb'), ('12', 'Growth'), ('15', 'Fury Swipes'), ('19', 'Slash'), ('23', 'Leech Life'), ('33', 'Spore'), ('43', 'X-Scissor')]"
048,Venonat,"['Bug', 'Poison']",Insect Pokémon,1.0 m (3′03″),30.0 kg (66.1 lbs),"['Compound Eyes', 'Tinted Lens', 'Run Away']","
1 Special Defense ","190 (24.8% with PokéBall, full HP)",70 (normal),61,Medium Fast,['Bug'],"['50% male', '50% female']","20 (4,884–5,140 steps)
","['Fire', 'Flying', 'Psychic', 'Rock']","['Poison', 'Bug', 'Fairy']",[],"Its large eyes act as a radar. In a bright place, you can see that they are clusters of many tiny eyes.","[('1', 'Tackle'), ('4', 'Disable'), ('8', 'Supersonic'), ('12', 'Confusion'), ('14', 'Poison Powder'), ('16', 'Stun Spore'), ('20', 'Psybeam'), ('24', 'Sleep Powder'), ('28', 'Leech Life'), ('32', 'Psychic')]"
049,Venomoth,"['Bug', 'Poison']",Poison Moth Pokémon,1.5 m (4′11″),12.5 kg (27.6 lbs),"['Shield Dust', 'Tinted Lens', 'Wonder Skin']","
1 Special Attack, 1 Speed ","75 (9.8% with PokéBall, full HP)",70 (normal),158,Medium Fast,['Bug'],"['50% male', '50% female']","20 (4,884–5,140 steps)
","['Fire', 'Flying', 'Psychic', 'Rock']","['Poison', 'Bug', 'Fairy']",[],The powdery scales on its wings are hard to remove from skin. They also contain poison that leaks out on contact.,"[('1', 'Agility'), ('1', 'Confusion'), ('1', 'Disable'), ('1', 'Gust'), ('1', 'Screech'), ('1', 'Supersonic'), ('1', 'Tackle'), ('4', 'Disable'), ('8', 'Supersonic'), ('12', 'Confusion'), ('14', 'Poison Powder'), ('16', 'Stun Spore'), ('20', 'Psybeam'), ('24', 'Sleep Powder'), ('28', 'Leech Life'), ('37', 'Psychic'), ('46', 'Bug Buzz'), ('55', 'Quiver Dance')]"
050,Diglett,['Ground'],Mole Pokémon,0.2 m (0′08″),0.8 kg (1.8 lbs),"['Sand Veil', 'Arena Trap', 'Sand Force']","
1 Speed ","255 (33.3% with PokéBall, full HP)",70 (normal),53,Medium Fast,['Field'],"['50% male', '50% female']","20 (4,884–5,140 steps)
","['Fire', 'Water', 'Fighting', 'Ground']","['Normal', 'Flying', 'Psychic', 'Bug', 'Dragon', 'Steel', 'Fairy']","['Electric', 'Poison']",050 (Red/Blue/Yellow)132 (Gold/Silver/Crystal)050 (FireRed/LeafGreen)134 (HeartGold/SoulSilver)001 (X/Y — Mountain Kalos)071 (Sun/Moon — Alola dex)085 (U.Sun/U.Moon — Alola dex)050 (Let's Go Pikachu/Let's Go Eevee)164 (Sword/Shield),"[('1', 'Sand Attack'), ('1', 'Scratch'), ('4', 'Growl'), ('8', 'Astonish'), ('12', 'Mud-Slap'), ('16', 'Bulldoze'), ('20', 'Sucker Punch'), ('24', 'Slash'), ('28', 'Sandstorm'), ('32', 'Dig'), ('36', 'Earth Power'), ('40', 'Earthquake'), ('44', 'Fissure')]"
051,Dugtrio,['Ground'],Mole Pokémon,0.7 m (2′04″),33.3 kg (73.4 lbs),"['Sand Veil', 'Arena Trap', 'Sand Force']","
2 Speed ","50 (6.5% with PokéBall, full HP)",70 (normal),149,Medium Fast,['Field'],"['50% male', '50% female']","20 (4,884–5,140 steps)
","['Fire', 'Water', 'Fighting', 'Ground']","['Normal', 'Flying', 'Psychic', 'Bug', 'Dragon', 'Steel', 'Fairy']","['Electric', 'Poison']",051 (Red/Blue/Yellow)133 (Gold/Silver/Crystal)051 (FireRed/LeafGreen)135 (HeartGold/SoulSilver)002 (X/Y — Mountain Kalos)072 (Sun/Moon — Alola dex)086 (U.Sun/U.Moon — Alola dex)051 (Let's Go Pikachu/Let's Go Eevee)165 (Sword/Shield),"[('1', 'Astonish'), ('1', 'Growl'), ('1', 'Night Slash'), ('1', 'Sand Attack'), ('1', 'Sand Tomb'), ('1', 'Scratch'), ('1', 'Tri Attack'), ('12', 'Mud-Slap'), ('16', 'Bulldoze'), ('20', 'Sucker Punch'), ('24', 'Slash'), ('30', 'Sandstorm'), ('36', 'Dig'), ('42', 'Earth Power'), ('48', 'Earthquake'), ('54', 'Fissure')]"
052,Meowth,['Normal'],Scratch Cat Pokémon,0.4 m (1′04″),4.2 kg (9.3 lbs),"['Pickup', 'Technician', 'Unnerve']","
1 Speed ","255 (33.3% with PokéBall, full HP)",70 (normal),58,Medium Fast,['Field'],"['50% male', '50% female']","20 (4,884–5,140 steps)
","['Fire', 'Fighting', 'Ground']","['Normal', 'Grass', 'Ice', 'Flying', 'Psychic', 'Bug', 'Rock', 'Dragon', 'Steel', 'Fairy']",['Poison'],052 (Red/Blue/Yellow)136 (Gold/Silver/Crystal)052 (FireRed/LeafGreen)138 (HeartGold/SoulSilver)045 (Sun/Moon — Alola dex)052 (U.Sun/U.Moon — Alola dex)052 (Let's Go Pikachu/Let's Go Eevee)182 (Sword/Shield),"[('1', 'Fake Out'), ('1', 'Growl'), ('4', 'Feint'), ('8', 'Scratch'), ('12', 'Pay Day'), ('16', 'Bite'), ('20', 'Taunt'), ('24', 'Assurance'), ('29', 'Fury Swipes'), ('32', 'Screech'), ('36', 'Slash'), ('40', 'Nasty Plot'), ('44', 'Play Rough')]"
053,Persian,['Normal'],Classy Cat Pokémon,1.0 m (3′03″),32.0 kg (70.5 lbs),"['Limber', 'Technician', 'Unnerve']","
2 Speed ","90 (11.8% with PokéBall, full HP)",70 (normal),154,Medium Fast,['Field'],"['50% male', '50% female']","20 (4,884–5,140 steps)
","['Fighting', 'Bug', 'Fairy']","['Ghost', 'Dark']",['Psychic'],053 (Red/Blue/Yellow)137 (Gold/Silver/Crystal)053 (FireRed/LeafGreen)139 (HeartGold/SoulSilver)046 (Sun/Moon — Alola dex)053 (U.Sun/U.Moon — Alola dex)053 (Let's Go Pikachu/Let's Go Eevee)184 (Sword/Shield),"[('1', 'Fake Out'), ('1', 'Feint'), ('1', 'Growl'), ('1', 'Power Gem'), ('1', 'Scratch'), ('1', 'Switcheroo'), ('12', 'Pay Day'), ('16', 'Bite'), ('20', 'Taunt'), ('24', 'Assurance'), ('31', 'Fury Swipes'), ('36', 'Screech'), ('42', 'Slash'), ('48', 'Nasty Plot'), ('54', 'Play Rough')]"
054,Psyduck,['Water'],Duck Pokémon,0.8 m (2′07″),19.6 kg (43.2 lbs),"['Damp', 'Cloud Nine', 'Swift Swim']","
1 Special Attack ","190 (24.8% with PokéBall, full HP)",70 (normal),64,Medium Fast,"['Field', 'Water 1']","['50% male', '50% female']","20 (4,884–5,140 steps)
","['Electric', 'Grass']","['Fire', 'Water', 'Ice', 'Steel']",[],"Always tormented by headaches. It uses psychic powers, but whether it intends to do so is not known.","[('1', 'Scratch'), ('5', 'Tail Whip'), ('9', 'Water Gun'), ('14', 'Confusion'), ('18', 'Fury Swipes'), ('23', 'Disable'), ('27', 'Psybeam'), ('32', 'Screech'), ('36', 'Surf'), ('41', 'Amnesia'), ('45', 'Hydro Pump')]"
055,Golduck,['Water'],Duck Pokémon,1.7 m (5′07″),76.6 kg (168.9 lbs),"['Damp', 'Cloud Nine', 'Swift Swim']","
2 Special Attack ","75 (9.8% with PokéBall, full HP)",70 (normal),175,Medium Fast,"['Field', 'Water 1']","['50% male', '50% female']","20 (4,884–5,140 steps)
","['Electric', 'Grass']","['Fire', 'Water', 'Ice', 'Steel']",[],"Its long, slim limbs end in broad flippers. They are used for swimming gracefully in lakes.","[('1', 'Confusion'), ('1', 'Encore'), ('1', 'Scratch'), ('1', 'Tail Whip'), ('1', 'Water Gun'), ('1', 'Yawn'), ('5', 'Tail Whip'), ('9', 'Water Gun'), ('14', 'Confusion'), ('18', 'Fury Swipes'), ('23', 'Disable'), ('27', 'Psybeam'), ('32', 'Screech'), ('42', 'Surf'), ('53', 'Amnesia'), ('63', 'Hydro Pump')]"
056,Mankey,['Fighting'],Pig Monkey Pokémon,0.5 m (1′08″),28.0 kg (61.7 lbs),"['Vital Spirit', 'Anger Point', 'Defiant']","
1 Attack ","190 (24.8% with PokéBall, full HP)",70 (normal),61,Medium Fast,['Field'],"['50% male', '50% female']","20 (4,884–5,140 steps)
","['Flying', 'Psychic', 'Fairy']","['Bug', 'Rock', 'Dark']",[],An agile Pokémon that lives in trees. It angers easily and will not hesitate to attack anything.,"[('1', 'Leer'), ('1', 'Scratch'), ('5', 'Focus Energy'), ('8', 'Taunt'), ('13', 'Karate Chop'), ('16', 'Fury Swipes'), ('21', 'Low Kick'), ('24', 'Seismic Toss'), ('29', 'U-turn'), ('32', 'Screech'), ('37', 'Thrash'), ('40', 'Outrage')]"
057,Primeape,['Fighting'],Pig Monkey Pokémon,1.0 m (3′03″),32.0 kg (70.5 lbs),"['Vital Spirit', 'Anger Point', 'Defiant']","
2 Attack ","75 (9.8% with PokéBall, full HP)",70 (normal),159,Medium Fast,['Field'],"['50% male', '50% female']","20 (4,884–5,140 steps)
","['Flying', 'Psychic', 'Fairy']","['Bug', 'Rock', 'Dark']",[],It stops being angry only when nobody else is around. To view this moment is very difficult.,"[('1', 'Counter'), ('1', 'Encore'), ('1', 'Focus Energy'), ('1', 'Leer'), ('1', 'Rage'), ('1', 'Scratch'), ('1', 'Taunt'), ('5', 'Focus Energy'), ('8', 'Taunt'), ('13', 'Karate Chop'), ('16', 'Fury Swipes'), ('21', 'Low Kick'), ('24', 'Seismic Toss'), ('33', 'U-turn'), ('40', 'Screech'), ('49', 'Thrash'), ('56', 'Outrage')]"
058,Growlithe,['Fire'],Puppy Pokémon,0.7 m (2′04″),19.0 kg (41.9 lbs),"['Intimidate', 'Flash Fire', 'Justified']","
1 Attack ","190 (24.8% with PokéBall, full HP)",70 (normal),70,Slow,['Field'],"['75% male', '25% female']","20 (4,884–5,140 steps)
","['Water', 'Ground', 'Rock']","['Fire', 'Grass', 'Ice', 'Bug', 'Steel', 'Fairy']",[],"Extremely loyal, it will fearlessly bark at any opponent to protect its own Trainer from harm.","[('1', 'Ember'), ('1', 'Leer'), ('4', 'Howl'), ('8', 'Bite'), ('12', 'Flame Wheel'), ('16', 'Helping Hand'), ('20', 'Agility'), ('24', 'Fire Fang'), ('28', 'Retaliate'), ('32', 'Crunch'), ('36', 'Take Down'), ('40', 'Flamethrower'), ('44', 'Roar'), ('48', 'Play Rough'), ('52', 'Reversal'), ('56', 'Flare Blitz')]"
